ID,Region,Region or State,Year,Land use,Value,Units,Release date,Source
13804,Northeast,New York,1997,"Farmsteads, roads, and miscellaneous farmland",84,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13805,Northeast,New Jersey,1997,"Farmsteads, roads, and miscellaneous farmland",19,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13806,Northeast,Pennsylvania,1997,"Farmsteads, roads, and miscellaneous farmland",98,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13807,Northeast,Delaware,1997,"Farmsteads, roads, and miscellaneous farmland",6,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13808,Northeast,Maryland,1997,"Farmsteads, roads, and miscellaneous farmland",23,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13809,Northeast,District of Columbia,1997,"Farmsteads, roads, and miscellaneous farmland",0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13810,Lake States total,Lake States,1997,"Farmsteads, roads, and miscellaneous farmland",669,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13811,Lake States,Michigan,1997,"Farmsteads, roads, and miscellaneous farmland",159,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13812,Lake States,Wisconsin,1997,"Farmsteads, roads, and miscellaneous farmland",230,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13813,Lake States,Minnesota,1997,"Farmsteads, roads, and miscellaneous farmland",280,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13814,Corn Belt total,Corn Belt,1997,"Farmsteads, roads, and miscellaneous farmland",1326,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13815,Corn Belt,Ohio,1997,"Farmsteads, roads, and miscellaneous farmland",220,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13816,Corn Belt,Indiana,1997,"Farmsteads, roads, and miscellaneous farmland",190,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13817,Corn Belt,Illinois,1997,"Farmsteads, roads, and miscellaneous farmland",249,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13818,Corn Belt,Iowa,1997,"Farmsteads, roads, and miscellaneous farmland",329,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13819,Corn Belt,Missouri,1997,"Farmsteads, roads, and miscellaneous farmland",337,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13820,Northern Plains total,Northern Plains,1997,"Farmsteads, roads, and miscellaneous farmland",834,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13821,Northern Plains,North Dakota,1997,"Farmsteads, roads, and miscellaneous farmland",183,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13822,Northern Plains,South Dakota,1997,"Farmsteads, roads, and miscellaneous farmland",160,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13823,Northern Plains,Nebraska,1997,"Farmsteads, roads, and miscellaneous farmland",224,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13824,Northern Plains,Kansas,1997,"Farmsteads, roads, and miscellaneous farmland",266,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13825,Appalachian total,Appalachian,1997,"Farmsteads, roads, and miscellaneous farmland",574,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13826,Appalachian,Virginia,1997,"Farmsteads, roads, and miscellaneous farmland",98,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13827,Appalachian,West Virginia,1997,"Farmsteads, roads, and miscellaneous farmland",59,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13828,Appalachian,North Carolina,1997,"Farmsteads, roads, and miscellaneous farmland",123,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13829,Appalachian,Kentucky,1997,"Farmsteads, roads, and miscellaneous farmland",156,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13830,Appalachian,Tennessee,1997,"Farmsteads, roads, and miscellaneous farmland",138,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13831,Southeast total,Southeast,1997,"Farmsteads, roads, and miscellaneous farmland",404,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13832,Southeast,South Carolina,1997,"Farmsteads, roads, and miscellaneous farmland",64,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13833,Southeast,Georgia,1997,"Farmsteads, roads, and miscellaneous farmland",92,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13834,Southeast,Florida,1997,"Farmsteads, roads, and miscellaneous farmland",105,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13835,Southeast,Alabama,1997,"Farmsteads, roads, and miscellaneous farmland",143,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13836,Delta States total,Delta States,1997,"Farmsteads, roads, and miscellaneous farmland",401,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13837,Delta States,Mississippi,1997,"Farmsteads, roads, and miscellaneous farmland",122,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13838,Delta States,Arkansas,1997,"Farmsteads, roads, and miscellaneous farmland",178,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13839,Delta States,Louisiana,1997,"Farmsteads, roads, and miscellaneous farmland",101,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13840,Southern Plains total,Southern Plains,1997,"Farmsteads, roads, and miscellaneous farmland",964,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13841,Southern Plains,Oklahoma,1997,"Farmsteads, roads, and miscellaneous farmland",263,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13842,Southern Plains,Texas,1997,"Farmsteads, roads, and miscellaneous farmland",701,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13843,Mountain total,Mountain,1997,"Farmsteads, roads, and miscellaneous farmland",575,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13844,Mountain,Montana,1997,"Farmsteads, roads, and miscellaneous farmland",120,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13845,Mountain,Idaho,1997,"Farmsteads, roads, and miscellaneous farmland",88,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13846,Mountain,Wyoming,1997,"Farmsteads, roads, and miscellaneous farmland",44,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13847,Mountain,Colorado,1997,"Farmsteads, roads, and miscellaneous farmland",135,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13848,Mountain,New Mexico,1997,"Farmsteads, roads, and miscellaneous farmland",55,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13849,Mountain,Arizona,1997,"Farmsteads, roads, and miscellaneous farmland",55,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13850,Mountain,Utah,1997,"Farmsteads, roads, and miscellaneous farmland",57,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13851,Mountain,Nevada,1997,"Farmsteads, roads, and miscellaneous farmland",21,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13852,Pacific total,Pacific,1997,"Farmsteads, roads, and miscellaneous farmland",503,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13853,Pacific,Washington,1997,"Farmsteads, roads, and miscellaneous farmland",103,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13854,Pacific,Oregon,1997,"Farmsteads, roads, and miscellaneous farmland",126,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13855,Pacific,California,1997,"Farmsteads, roads, and miscellaneous farmland",274,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13856,48 States,48 States,1997,"Farmsteads, roads, and miscellaneous farmland",6539,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13857,AK and HI,Alaska,1997,"Farmsteads, roads, and miscellaneous farmland",2,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13858,AK and HI,Hawaii,1997,"Farmsteads, roads, and miscellaneous farmland",19,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13859,U.S. total,U.S. total,1997,"Farmsteads, roads, and miscellaneous farmland",6560,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13860,Northeast total,Northeast,2002,"Farmsteads, roads, and miscellaneous farmland",681,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13861,Northeast,Maine,2002,"Farmsteads, roads, and miscellaneous farmland",45,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13862,Northeast,New Hampshire,2002,"Farmsteads, roads, and miscellaneous farmland",10,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13863,Northeast,Vermont,2002,"Farmsteads, roads, and miscellaneous farmland",19,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13864,Northeast,Massachusetts,2002,"Farmsteads, roads, and miscellaneous farmland",16,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13865,Northeast,Rhode Island,2002,"Farmsteads, roads, and miscellaneous farmland",2,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13866,Northeast,Connecticut,2002,"Farmsteads, roads, and miscellaneous farmland",18,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13867,Northeast,New York,2002,"Farmsteads, roads, and miscellaneous farmland",204,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13868,Northeast,New Jersey,2002,"Farmsteads, roads, and miscellaneous farmland",30,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13869,Northeast,Pennsylvania,2002,"Farmsteads, roads, and miscellaneous farmland",262,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13870,Northeast,Delaware,2002,"Farmsteads, roads, and miscellaneous farmland",14,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13871,Northeast,Maryland,2002,"Farmsteads, roads, and miscellaneous farmland",60,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13872,Northeast,District of Columbia,2002,"Farmsteads, roads, and miscellaneous farmland",0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13873,Lake States total,Lake States,2002,"Farmsteads, roads, and miscellaneous farmland",1223,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13874,Lake States,Michigan,2002,"Farmsteads, roads, and miscellaneous farmland",336,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13875,Lake States,Wisconsin,2002,"Farmsteads, roads, and miscellaneous farmland",416,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13876,Lake States,Minnesota,2002,"Farmsteads, roads, and miscellaneous farmland",471,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13877,Corn Belt total,Corn Belt,2002,"Farmsteads, roads, and miscellaneous farmland",2272,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13878,Corn Belt,Ohio,2002,"Farmsteads, roads, and miscellaneous farmland",405,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13879,Corn Belt,Indiana,2002,"Farmsteads, roads, and miscellaneous farmland",368,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13880,Corn Belt,Illinois,2002,"Farmsteads, roads, and miscellaneous farmland",444,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13881,Corn Belt,Iowa,2002,"Farmsteads, roads, and miscellaneous farmland",557,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13882,Corn Belt,Missouri,2002,"Farmsteads, roads, and miscellaneous farmland",497,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13883,Northern Plains total,Northern Plains,2002,"Farmsteads, roads, and miscellaneous farmland",1491,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13884,Northern Plains,North Dakota,2002,"Farmsteads, roads, and miscellaneous farmland",318,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13885,Northern Plains,South Dakota,2002,"Farmsteads, roads, and miscellaneous farmland",286,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13886,Northern Plains,Nebraska,2002,"Farmsteads, roads, and miscellaneous farmland",384,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13887,Northern Plains,Kansas,2002,"Farmsteads, roads, and miscellaneous farmland",504,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
13888,Appalachian total,Appalachian,2002,"Farmsteads, roads, and miscellaneous farmland",1068,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses."
