ID,Region,Region or State,Year,Land use,Value,Units,Release date,Source,Price per Acre (TND),Total Land (m²),Price (TND),Price per m² (TND),State_encoded,Land_use_encoded
12041,South,Jendouba,2017,Land in rural parks and wildlife areas,621.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",12000.0,2513100.06,7452000.0,2450.0,36,9
12042,North,Beja,2017,Land in rural parks and wildlife areas,1865.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",6500.0,7547393.9,12122500.0,2450.0,47,9
12043,North,Zaghouan,2017,Land in rural parks and wildlife areas,106.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,428967.16,530000.0,2450.0,10,9
12044,South,Sousse,2017,Land in rural parks and wildlife areas,261.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1056230.46,1305000.0,2450.0,25,9
12046,South,Nabeul,2017,Land in rural parks and wildlife areas,4336.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,17547184.96,21680000.0,2450.0,22,9
12047,South,Bizerte,2017,Land in rural parks and wildlife areas,1242.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,5026200.12,6210000.0,2450.0,27,9
12048,Center,Sidi Bouzid,2017,Land in rural parks and wildlife areas,579.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2343131.94,2895000.0,2450.0,61,9
12049,Center,Tunis,2017,Land in rural parks and wildlife areas,2515.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,10177852.9,12575000.0,2450.0,28,9
12050,Center,Tozeur,2017,Land in rural parks and wildlife areas,1817.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,7353144.62,9085000.0,2450.0,9,9
12051,South,Monastir,2017,Land in rural parks and wildlife areas,218.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,882215.48,1090000.0,2450.0,43,9
12052,South,Tozeur,2017,Land in rural parks and wildlife areas,415.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1679446.9,2075000.0,2450.0,18,9
12053,South,Sfax,2017,Land in rural parks and wildlife areas,619.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2505006.34,3095000.0,2450.0,17,9
12054,South,Gafsa,2017,Land in rural parks and wildlife areas,183.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,740575.38,915000.0,2450.0,19,9
12055,North,Zaghouan,2017,Land in rural parks and wildlife areas,384.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1553994.24,1920000.0,2450.0,30,9
12056,Center,Kasserine,2017,Land in rural parks and wildlife areas,2596.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,10505648.56,12980000.0,2450.0,42,9
12057,North,Manouba,2017,Land in rural parks and wildlife areas,942.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3812142.12,4710000.0,2450.0,40,9
12058,South,Ariana,2017,Land in rural parks and wildlife areas,880.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3561236.8000000003,4400000.0,2450.0,50,9
12059,Center,Siliana,2017,Land in rural parks and wildlife areas,424.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1715868.64,2120000.0,2450.0,33,9
12060,South,Ariana,2017,Land in rural parks and wildlife areas,350.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1416401.0,1750000.0,2450.0,20,9
12061,South,Nabeul,2017,Land in rural parks and wildlife areas,4369.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,17680731.34,21845000.0,2450.0,3,9
12062,South,Sfax,2017,Land in rural parks and wildlife areas,722.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2921832.92,3610000.0,2450.0,58,9
12063,North,Beja,2017,Land in rural parks and wildlife areas,383.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1549947.38,1915000.0,2450.0,60,9
12064,North,Siliana,2017,Land in rural parks and wildlife areas,1671.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,6762303.0600000005,8355000.0,2450.0,39,9
12065,South,Kasserine,2017,Land in rural parks and wildlife areas,420.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1699681.2,2100000.0,2450.0,21,9
12066,South,Siliana,2017,Land in rural parks and wildlife areas,1173.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,4746966.78,5865000.0,2450.0,53,9
12067,North,Zaghouan,2017,Land in rural parks and wildlife areas,7395.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,29926529.7,36975000.0,2450.0,51,9
12068,South,Sousse,2017,Land in rural parks and wildlife areas,308.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1246432.88,1540000.0,2450.0,49,9
12069,North,Siliana,2017,Land in rural parks and wildlife areas,758.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3067519.88,3790000.0,2450.0,14,9
12070,Center,Gafsa,2017,Land in rural parks and wildlife areas,5909.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,23912895.74,29545000.0,2450.0,13,9
12071,North,Tataouine,2017,Land in rural parks and wildlife areas,419.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1695634.34,2095000.0,2450.0,1,9
12072,Center,Gafsa,2017,Land in rural parks and wildlife areas,3170.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,12828546.2,15850000.0,2450.0,11,9
12073,Center,Zaghouan,2017,Land in rural parks and wildlife areas,375.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1517572.5,1875000.0,2450.0,29,9
12074,Center,Medenine,2017,Land in rural parks and wildlife areas,1297.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,5248777.42,6485000.0,2450.0,5,9
12075,Center,Jendouba,2017,Land in rural parks and wildlife areas,1498.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,6062196.28,7490000.0,2450.0,23,9
12076,Center,Sousse,2017,Land in rural parks and wildlife areas,3868.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,15653254.48,19340000.0,2450.0,52,9
12077,Center,Siliana,2017,Land in rural parks and wildlife areas,981.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3969969.66,4905000.0,2450.0,44,9
12078,North,Ariana,2017,Land in rural parks and wildlife areas,2887.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,11683284.82,14435000.0,2450.0,54,9
12079,Center,Manouba,2017,Land in rural parks and wildlife areas,44997.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,182096559.42,224985000.0,2450.0,32,9
12080,Center,Monastir,2017,Land in rural parks and wildlife areas,6689.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,27069446.54,33445000.0,2450.0,31,9
12081,South,Zaghouan,2017,Land in rural parks and wildlife areas,5387.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,21800434.82,26935000.0,2450.0,16,9
12082,North,Ben Arous,2017,Land in rural parks and wildlife areas,6076.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,24588721.36,30380000.0,2450.0,62,9
12083,North,Bizerte,2017,Land in rural parks and wildlife areas,6472.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,26191277.92,32360000.0,2450.0,7,9
12084,North,Tataouine,2017,Land in rural parks and wildlife areas,2827.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,11440473.22,14135000.0,2450.0,37,9
12085,North,Tunis,2017,Land in rural parks and wildlife areas,7516.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,30416199.76,37580000.0,2450.0,4,9
12086,Center,Gabes,2017,Land in rural parks and wildlife areas,3400.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,13759324.0,17000000.0,2450.0,56,9
12087,South,Tunis,2017,Land in rural parks and wildlife areas,6630.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,26830681.8,33150000.0,2450.0,34,9
12088,South,Zaghouan,2017,Land in rural parks and wildlife areas,30479.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,123344245.94,152395000.0,2450.0,46,9
12089,Center,Mahdia,2017,Land in rural parks and wildlife areas,6159.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,24924610.74,30795000.0,2450.0,59,9
12090,South,Sousse,2017,Land in rural parks and wildlife areas,4346.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,17587653.560000002,21730000.0,2450.0,45,9
12091,South,Nabeul,2017,Land in rural parks and wildlife areas,19973.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,80827934.78,99865000.0,2450.0,6,9
12092,Center,Beja,2017,Land in rural parks and wildlife areas,112396.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,454850876.56,561980000.0,2450.0,0,9
12093,South,Kef,2017,Land in rural parks and wildlife areas,144537.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,584921003.82,722685000.0,2450.0,2,9
12094,Center,Manouba,2017,Land in rural parks and wildlife areas,1106.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,4475827.16,5530000.0,2450.0,15,9
12095,North,Bizerte,2017,Land in rural parks and wildlife areas,258038.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1044243660.68,1290190000.0,2450.0,55,9
12096,South,Tataouine,1945,Land in defense and industrial areas,529.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5500.0,2140788.94,2909500.0,400.0,41,8
12097,South,Beja,1945,Land in defense and industrial areas,11.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",4000.0,44515.46,44000.0,400.0,24,8
12098,North,Nabeul,1945,Land in defense and industrial areas,5.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,20234.3,25000.0,400.0,35,8
12099,Center,Tozeur,1945,Land in defense and industrial areas,14.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",4500.0,56656.04,63000.0,412.971423045514,57,8
12100,Center,Monastir,1945,Land in defense and industrial areas,31.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",7000.0,125452.66,217000.0,400.0,26,8
12101,South,Siliana,1945,Land in defense and industrial areas,6.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",7500.0,24281.16,45000.0,424.8174087846711,48,8
12103,Center,Monastir,1945,Land in defense and industrial areas,174.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",10000.0,704153.64,1740000.0,467.6697278896084,38,8
12104,North,Kebili,1945,Land in defense and industrial areas,73.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",12000.0,295420.78,876000.0,507.947000968646,36,8
12105,Center,Kef,1945,Land in defense and industrial areas,77.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",6500.0,311608.22000000003,500500.0,400.0,47,8
12106,North,Tunis,1945,Land in defense and industrial areas,16.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,64749.76,80000.0,401.3473585480864,10,8
12107,Center,Kairouan,1945,Land in defense and industrial areas,122.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,493716.92,610000.0,400.0,25,8
12109,North,Siliana,1945,Land in defense and industrial areas,382.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1545900.52,1910000.0,450.1353289627908,22,8
12110,North,Ariana,1945,Land in defense and industrial areas,45.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,182108.7,225000.0,410.0041889292618,27,8
12111,North,Sousse,1945,Land in defense and industrial areas,104.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,420873.44,520000.0,424.8725636910128,61,8
12112,Center,Sidi Bouzid,1945,Land in defense and industrial areas,233.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,942918.38,1165000.0,400.0,28,8
12113,South,Mahdia,1945,Land in defense and industrial areas,831.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3362940.66,4155000.0,400.0,9,8
12114,North,Bizerte,1945,Land in defense and industrial areas,90.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,364217.4,450000.0,400.0,43,8
12115,South,Tunis,1945,Land in defense and industrial areas,243.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,983386.98,1215000.0,400.0,18,8
12116,Center,Zaghouan,1945,Land in defense and industrial areas,170.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,687966.2000000001,850000.0,405.8433486702471,17,8
12117,Center,Ben Arous,1945,Land in defense and industrial areas,60.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,242811.6,300000.0,406.6491163988414,19,8
12118,Center,Tataouine,1945,Land in defense and industrial areas,268.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1084558.48,1340000.0,419.6893445610553,30,8
12119,Center,Kasserine,1945,Land in defense and industrial areas,603.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2440256.58,3015000.0,428.55802706324624,42,8
12120,South,Sfax,1945,Land in defense and industrial areas,1.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,4046.86,5000.0,410.9843775579293,40,8
12121,North,Monastir,1945,Land in defense and industrial areas,322.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1303088.92,1610000.0,400.0,50,8
12122,North,Beja,1945,Land in defense and industrial areas,131.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,530138.66,655000.0,439.844790328374,33,8
12123,South,Gabes,1945,Land in defense and industrial areas,149.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,602982.14,745000.0,421.7735636912336,20,8
12124,Center,Monastir,1945,Land in defense and industrial areas,1029.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,4164218.94,5145000.0,400.0,3,8
12125,Center,Gafsa,1945,Land in defense and industrial areas,284.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1149308.24,1420000.0,400.975030543912,58,8
12126,South,Sfax,1945,Land in defense and industrial areas,27.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,109265.22,135000.0,405.0930940682906,60,8
12127,North,Beja,1945,Land in defense and industrial areas,292.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1181683.12,1460000.0,410.0094031320907,39,8
